delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delay_hours,delayed,delivery_status,delivery_rating,delivery_cost,cost_per_km,cost_per_kg
10209,xpressbees,automobile parts,ev bike,two day,east,hot,92.2,24.15,4,16,-12,no,delivered,5,533.45,5.785791757049892,22.089026915113873
10210,amazon logistics,electronics,ev van,same day,west,foggy,195.0,9.34,6,8,-2,no,delivered,5,1103.02,5.656512820512821,118.09635974304068
10211,blue dart,furniture,scooter,express,west,cold,212.3,26.5,8,6,2,yes,delayed,2,1191.0,5.609985869053226,44.943396226415096
10212,fedex,furniture,scooter,two day,central,clear,21.5,44.38,2,16,-14,no,delivered,5,240.64,11.192558139534883,5.422262280306444
10213,amazon logistics,electronics,scooter,same day,west,stormy,128.6,38.9,9,8,1,yes,delayed,3,859.7,6.685069984447901,22.10025706940874
10214,blue dart,fragile items,scooter,two day,north,clear,144.5,23.83,4,16,-12,no,delivered,5,793.99,5.494740484429066,33.31892572387747
10215,amazon logistics,furniture,truck,standard,west,hot,205.0,24.81,6,24,-18,no,delivered,4,1099.43,5.363073170731708,44.31398629584845
10216,ekart,clothing,ev van,express,north,cold,105.6,43.89,3,4,-1,no,delivered,4,709.67,6.720359848484849,16.16928685349738
10217,shadowfax,clothing,scooter,express,central,stormy,108.5,6.29,7,4,3,yes,delayed,2,611.37,5.634746543778802,97.19713831478538
10218,fedex,cosmetics,ev bike,express,central,clear,65.9,12.75,1,3,-2,no,delivered,5,417.75,6.339150227617602,32.76470588235294
10219,xpressbees,pharmacy,bike,same day,south,clear,272.9,6.29,6,8,-2,no,delivered,5,1483.37,5.435580798827409,235.82988871224163
10220,amazon logistics,groceries,ev van,express,north,stormy,29.4,37.5,8,2,6,yes,delayed,2,309.5,10.527210884353742,8.253333333333334
10221,dhl,groceries,truck,two day,central,foggy,147.3,33.81,5,16,-11,no,delivered,5,837.93,5.688594704684317,24.78349600709849
10222,blue dart,electronics,van,standard,south,clear,43.7,37.38,2,24,-22,no,delivered,5,330.64,7.566132723112127,8.84537185660781
10223,dhl,electronics,van,standard,central,stormy,10.0,30.24,7,24,-17,no,delivered,5,140.72,14.072,4.6534391534391535
10224,shadowfax,furniture,ev van,two day,north,hot,208.7,39.4,5,16,-11,no,delivered,5,1161.7,5.566363200766651,29.484771573604064
10225,xpressbees,groceries,van,same day,south,stormy,50.5,39.49,8,8,0,yes,delayed,2,470.97,9.326138613861387,11.926310458343885
10226,xpressbees,documents,bike,standard,east,foggy,175.1,43.1,6,24,-18,no,delivered,4,1004.8,5.738435179897201,23.31322505800464
10227,dhl,groceries,truck,two day,north,cold,187.8,4.13,6,16,-10,no,delivered,4,951.39,5.065974440894569,230.36077481840195
10228,ecom express,pharmacy,truck,standard,east,rainy,292.8,3.27,11,24,-13,no,delivered,3,1473.81,5.033504098360655,450.70642201834863
10229,delhivery,documents,ev bike,same day,central,cold,129.9,24.57,6,8,-2,no,delivered,5,823.21,6.337259430331024,33.50468050468051
10230,blue dart,groceries,van,standard,north,clear,23.5,4.43,0,24,-24,no,delivered,5,130.79,5.565531914893617,29.52370203160271
10231,delhivery,documents,scooter,express,east,clear,138.6,9.43,5,4,1,yes,delayed,3,771.29,5.564862914862915,81.79109225874868
10232,ecom express,pharmacy,bike,two day,north,cold,41.0,23.01,2,16,-14,no,delivered,4,274.03,6.683658536585365,11.909169926119077
10233,blue dart,electronics,ev van,standard,west,clear,156.0,45.43,7,24,-17,no,delivered,3,916.29,5.873653846153846,20.16927140655954
10234,shadowfax,automobile parts,scooter,express,east,foggy,144.3,15.21,9,4,5,yes,delayed,2,817.13,5.662716562716562,53.723208415516105
10235,amazon logistics,furniture,van,express,east,hot,136.9,48.52,3,4,-1,no,delivered,4,880.06,6.4284879474068655,18.13808738664468
10236,xpressbees,documents,bike,standard,east,clear,237.9,44.13,6,24,-18,no,delivered,3,1321.89,5.556494325346785,29.954452753229095
10237,ecom express,cosmetics,scooter,standard,west,rainy,112.5,26.98,8,24,-16,no,delivered,5,643.44,5.719466666666667,23.848776871756858
10238,delhivery,automobile parts,bike,express,west,clear,228.3,25.3,7,6,1,yes,delayed,2,1267.4,5.551467367498905,50.094861660079054
10239,dhl,electronics,van,express,central,hot,234.8,40.04,7,6,1,yes,delayed,2,1344.12,5.724531516183986,33.569430569430565
10240,fedex,clothing,ev van,standard,west,hot,110.0,2.32,5,24,-19,no,delivered,4,556.96,5.063272727272728,240.06896551724142
10241,xpressbees,clothing,scooter,same day,central,hot,95.3,14.17,4,8,-4,no,delivered,5,619.01,6.495383001049318,43.68454481298518
10242,shadowfax,electronics,ev van,standard,north,rainy,6.9,13.91,2,24,-22,no,delivered,4,95.6674,13.864840579710144,6.877598849748383
10243,shadowfax,cosmetics,truck,express,north,cold,233.7,5.44,6,6,0,yes,delayed,3,1234.82,5.283782627299957,226.98897058823528
10244,ekart,clothing,ev van,two day,east,foggy,220.9,2.48,9,16,-7,no,delivered,4,1111.94,5.033680398370303,448.36290322580646
10245,delhivery,groceries,truck,express,north,rainy,46.1,39.22,4,2,2,yes,delayed,2,398.16,8.636876355748374,10.151963284038757
10246,dhl,fragile items,ev van,same day,central,rainy,47.9,4.44,9,8,1,yes,failed,1,352.82,7.365762004175365,79.46396396396395
10247,ekart,pharmacy,truck,express,central,foggy,230.5,24.21,8,6,2,yes,failed,2,1275.13,5.532017353579176,52.6695580338703
10248,fedex,cosmetics,ev bike,same day,east,foggy,39.3,31.05,3,8,-5,no,delivered,3,389.65,9.914758269720101,12.549114331723027
10249,amazon logistics,electronics,bike,two day,east,cold,239.2,25.29,6,16,-10,no,delivered,5,1271.87,5.317182274247491,50.291419533412416
10250,fedex,automobile parts,ev van,express,central,hot,67.1,37.79,4,3,1,yes,delayed,2,498.87,7.434724292101342,13.201111405133634
10251,shadowfax,electronics,bike,same day,east,stormy,145.3,10.5,7,8,-1,no,delivered,4,858.0,5.905024088093599,81.71428571428571
10252,delhivery,cosmetics,scooter,express,central,clear,57.6,48.07,2,3,-1,no,delivered,4,482.21,8.371701388888889,10.03141252340337
10253,shadowfax,pharmacy,ev bike,express,central,foggy,77.3,6.55,5,3,2,yes,delayed,3,456.15,5.901034928848642,69.6412213740458
10254,dhl,groceries,scooter,two day,south,rainy,174.0,43.14,7,16,-9,no,delivered,4,999.42,5.743793103448276,23.166898470097355
10255,blue dart,fragile items,bike,express,west,stormy,255.9,23.04,11,7,4,yes,failed,1,1398.62,5.46549433372411,60.70399305555555
10256,blue dart,automobile parts,ev van,standard,north,cold,177.9,8.65,4,24,-20,no,delivered,5,915.45,5.145868465430017,105.83236994219654
10257,amazon logistics,electronics,truck,express,north,cold,64.1,36.93,2,3,-1,no,delivered,3,481.29,7.50842433697348,13.032493907392364
10258,ecom express,automobile parts,van,same day,north,stormy,166.4,19.37,9,8,1,yes,delayed,2,990.11,5.950180288461539,51.11564274651523
10259,fedex,documents,scooter,same day,central,rainy,53.4,9.54,4,8,-4,no,delivered,4,395.62,7.408614232209738,41.46960167714885
10260,ecom express,fragile items,ev bike,same day,north,cold,155.3,43.08,6,8,-2,no,delivered,4,1005.74,6.476110753380554,23.34586815227484
10261,blue dart,fragile items,scooter,express,south,stormy,67.2,7.01,6,3,3,yes,delayed,3,407.03,6.056994047619047,58.0641940085592
10262,ekart,pharmacy,truck,express,west,clear,234.9,48.97,6,6,0,yes,delayed,2,1371.41,5.838271604938272,28.00510516642843
10263,ecom express,fragile items,bike,standard,north,clear,256.1,45.48,7,24,-17,no,delivered,5,1416.94,5.532760640374853,31.155233069481095
10264,blue dart,fragile items,scooter,standard,north,cold,187.7,3.25,5,24,-19,no,delivered,4,948.25,5.051944592434737,291.7692307692308
10265,shadowfax,furniture,bike,two day,west,clear,119.0,24.91,4,16,-12,no,delivered,3,669.73,5.627983193277311,26.88598956242473
10266,blue dart,clothing,scooter,two day,central,hot,251.6,33.45,7,16,-9,no,delivered,5,1358.35,5.398847376788553,40.6083707025411
10267,ekart,groceries,van,standard,north,clear,109.6,40.12,3,24,-21,no,delivered,4,668.36,6.098175182481752,16.659022931206383
10268,fedex,automobile parts,ev bike,two day,west,clear,106.2,40.99,5,16,-11,no,delivered,4,653.97,6.157909604519774,15.95437911685777
10269,dhl,clothing,ev bike,two day,east,clear,38.3,1.84,1,16,-15,no,delivered,4,197.02,5.144125326370758,107.07608695652173
10270,amazon logistics,automobile parts,truck,standard,central,foggy,260.6,36.59,8,24,-16,no,delivered,5,1412.77,5.4212202609363,38.61082262913364
10271,ecom express,clothing,ev van,express,central,hot,42.5,0.69,2,2,0,no,delivered,4,264.57,6.225176470588235,383.4347826086957
10272,fedex,pharmacy,van,standard,east,foggy,284.2,44.81,12,24,-12,no,delivered,3,1555.43,5.473011963406052,34.711671501896895
10273,fedex,pharmacy,van,same day,central,rainy,219.8,42.07,11,8,3,yes,delayed,2,1325.21,6.029162875341219,31.500118849536488
10274,delhivery,clothing,truck,same day,south,cold,252.5,22.35,7,8,-1,no,delivered,4,1429.55,5.661584158415842,63.96196868008948
10275,ekart,furniture,scooter,standard,east,stormy,145.9,43.98,9,24,-15,no,delivered,5,861.44,5.904318026045237,19.587085038653935
10276,delhivery,clothing,van,two day,north,stormy,76.2,27.91,9,16,-7,no,delivered,5,464.73,6.098818897637796,16.651021139376567
10277,amazon logistics,groceries,ev van,express,north,hot,147.7,43.47,6,4,2,yes,failed,1,918.91,6.221462423832092,21.138946399815964
10278,ekart,automobile parts,van,express,west,hot,240.7,27.15,10,6,4,yes,delayed,3,1334.95,5.546115496468634,49.1694290976059
10279,dhl,electronics,ev van,standard,east,clear,141.8,0.92,5,24,-19,no,delivered,5,711.76,5.019464033850493,773.6521739130434
10280,amazon logistics,fragile items,ev bike,two day,north,cold,83.1,24.99,4,16,-12,no,delivered,4,490.47,5.90216606498195,19.626650660264108
10281,xpressbees,cosmetics,scooter,standard,central,stormy,168.3,16.12,8,24,-16,no,delivered,4,889.86,5.287344028520499,55.202233250620345
10282,shadowfax,cosmetics,van,two day,central,rainy,10.4,4.06,3,16,-13,no,delivered,3,95.6674,9.198788461538461,23.563399014778327
10283,delhivery,documents,van,two day,south,stormy,222.9,47.52,12,16,-4,no,delivered,5,1257.06,5.639569313593539,26.453282828282827
10284,shadowfax,automobile parts,ev van,standard,north,clear,199.7,48.71,9,24,-15,no,delivered,5,1144.63,5.731747621432149,23.498870868404847
10285,shadowfax,documents,van,standard,south,cold,68.1,23.35,2,24,-22,no,delivered,4,410.55,6.028634361233481,17.582441113490365
10286,ekart,furniture,van,standard,west,foggy,66.0,17.39,7,24,-17,no,delivered,4,382.17,5.790454545454546,21.97642323174238
10287,xpressbees,electronics,ev bike,two day,north,clear,232.4,46.35,6,16,-10,no,delivered,5,1301.05,5.598321858864027,28.07011866235167
10288,ecom express,fragile items,ev van,standard,south,cold,89.0,12.26,2,24,-22,no,delivered,5,481.78,5.413258426966292,39.29690048939641
10289,ekart,cosmetics,truck,same day,south,foggy,169.9,49.49,5,8,-3,no,delivered,3,1097.97,6.462448499117127,22.18569407961204
10290,ekart,clothing,ev van,two day,west,hot,167.6,24.25,6,16,-10,no,delivered,3,910.75,5.434069212410502,37.55670103092783
10291,ekart,pharmacy,bike,express,south,hot,182.5,18.34,5,5,0,yes,delayed,2,1017.52,5.57545205479452,55.48091603053435
10292,amazon logistics,clothing,ev van,same day,west,clear,12.3,38.28,1,8,-7,no,delivered,5,276.34,22.466666666666665,7.218913270637407
10293,delhivery,groceries,scooter,standard,south,foggy,138.7,46.59,7,24,-17,no,delivered,5,833.27,6.007714491708724,17.885168491092507
10294,ecom express,furniture,ev bike,two day,north,cold,232.2,40.56,6,16,-10,no,delivered,5,1282.68,5.524031007751939,31.624260355029584
10295,xpressbees,automobile parts,truck,same day,south,stormy,225.1,35.92,11,8,3,yes,delayed,2,1333.26,5.922967569968903,37.117483296213805
10296,fedex,documents,truck,same day,central,stormy,130.3,5.52,7,8,-1,no,delivered,5,768.06,5.894551036070605,139.1413043478261
10297,shadowfax,electronics,bike,express,west,cold,35.1,6.64,1,2,-1,no,delivered,4,245.42,6.992022792022792,36.96084337349397
10298,ecom express,groceries,truck,same day,east,foggy,160.1,43.08,7,8,-1,no,delivered,5,1029.74,6.431855090568395,23.90297121634169
10299,xpressbees,automobile parts,bike,same day,south,foggy,182.8,31.82,10,8,2,yes,delayed,3,1109.46,6.06925601750547,34.86675047140164
10300,ekart,fragile items,truck,standard,south,foggy,245.5,34.41,10,24,-14,no,delivered,5,1330.73,5.420488798370672,38.67276954373729
10301,delhivery,electronics,van,same day,east,cold,230.6,36.32,6,8,-2,no,delivered,4,1361.96,5.9061578490893325,37.4988986784141
10302,shadowfax,electronics,scooter,standard,central,stormy,112.1,5.61,9,24,-15,no,delivered,4,577.33,5.150133809099019,102.9108734402852
10303,blue dart,cosmetics,van,same day,south,stormy,187.9,14.52,9,8,1,yes,failed,1,1083.06,5.764023416711016,74.5909090909091
10304,delhivery,cosmetics,scooter,two day,central,cold,158.4,37.52,5,16,-11,no,delivered,5,904.56,5.71060606060606,24.10874200426439
10305,ecom express,pharmacy,bike,two day,south,rainy,66.8,48.48,5,16,-11,no,delivered,5,479.44,7.177245508982036,9.88943894389439
10306,fedex,electronics,bike,express,north,foggy,80.2,47.56,5,3,2,yes,delayed,2,593.68,7.402493765586034,12.482758620689653
10307,shadowfax,documents,van,two day,west,stormy,213.4,6.76,9,16,-7,no,delivered,5,1087.28,5.095032802249297,160.84023668639054
10308,blue dart,fragile items,ev bike,two day,north,stormy,217.3,27.47,13,16,-3,no,delivered,4,1168.91,5.379245283018868,42.552238805970156
10309,delhivery,clothing,truck,express,west,rainy,215.7,5.68,13,6,7,yes,delayed,2,1145.54,5.3108020398701905,201.67957746478874
10310,delhivery,clothing,bike,express,central,clear,102.1,29.51,4,4,0,yes,delayed,3,649.03,6.356807051909892,21.993561504574718
10311,dhl,furniture,van,standard,north,foggy,153.3,29.98,7,24,-17,no,delivered,5,856.44,5.586692759295499,28.56704469646431
10312,delhivery,cosmetics,truck,same day,east,foggy,59.9,9.91,3,8,-5,no,delivered,5,429.23,7.165776293823039,43.312815338042384
10313,dhl,fragile items,scooter,express,north,rainy,207.7,49.16,14,6,8,yes,delayed,2,1235.98,5.950794415021666,25.1419853539463
10314,ekart,pharmacy,bike,same day,east,cold,107.5,12.92,3,8,-5,no,delivered,4,676.26,6.290790697674418,52.3421052631579
10315,fedex,furniture,scooter,two day,east,rainy,98.0,43.71,6,16,-10,no,delivered,3,621.13,6.338061224489796,14.21024937085335
10316,shadowfax,groceries,bike,standard,north,hot,105.1,48.78,4,24,-20,no,delivered,5,671.84,6.392388201712655,13.772857728577286
10317,ekart,electronics,scooter,express,north,cold,15.4,48.7,0,2,-2,no,delivered,4,273.1,17.733766233766236,5.607802874743327
10318,fedex,documents,truck,same day,east,cold,132.8,36.34,4,8,-4,no,delivered,5,873.02,6.57394578313253,24.02366538249862
10319,delhivery,clothing,ev bike,same day,central,cold,159.9,38.47,7,8,-1,no,delivered,4,1014.91,6.347154471544715,26.38185599168183
10320,ekart,electronics,ev van,two day,south,clear,21.9,16.93,0,16,-16,no,delivered,5,160.29,7.319178082191781,9.467808623744832
10321,ecom express,cosmetics,ev bike,two day,central,hot,112.1,19.56,3,16,-13,no,delivered,4,619.18,5.523461195361285,31.655419222903884
10322,ecom express,groceries,van,express,north,foggy,295.9,48.31,12,7,5,yes,delayed,3,1632.7206,5.517812098681988,33.79674187538812
10323,fedex,furniture,ev van,same day,north,cold,138.2,4.02,4,8,-4,no,delivered,4,803.06,5.810853835021708,199.76616915422886
10324,ecom express,clothing,ev van,express,south,stormy,120.7,25.11,9,4,5,yes,delayed,3,728.83,6.038359569179785,29.025487853444844
10325,fedex,pharmacy,van,standard,north,rainy,176.3,12.38,9,24,-15,no,delivered,5,918.64,5.210663641520136,74.20355411954765
10326,blue dart,clothing,bike,same day,north,clear,110.3,8.82,5,8,-3,no,delivered,4,677.96,6.1465095194922945,76.86621315192744
10327,amazon logistics,cosmetics,van,two day,south,hot,37.4,14.8,1,16,-15,no,delivered,4,231.4,6.18716577540107,15.635135135135135
10328,dhl,cosmetics,van,two day,east,stormy,239.8,39.47,12,16,-4,no,delivered,5,1317.41,5.493786488740617,33.37750190017735
10329,shadowfax,documents,ev bike,express,central,rainy,239.1,34.08,8,6,2,yes,delayed,3,1347.74,5.6367210372229195,39.54636150234742
10330,shadowfax,clothing,bike,two day,west,foggy,219.4,23.58,7,16,-9,no,delivered,5,1167.74,5.322424794895168,49.52247667514843
10331,ekart,fragile items,truck,standard,west,hot,82.5,21.93,3,24,-21,no,delivered,5,478.29,5.797454545454546,21.80984952120383
10332,xpressbees,documents,scooter,express,west,clear,169.6,16.45,7,5,2,yes,delayed,3,947.35,5.585790094339623,57.589665653495445
10333,fedex,clothing,van,express,east,rainy,141.6,38.04,8,4,4,yes,failed,1,872.12,6.159039548022599,22.926393270241853
10334,dhl,groceries,bike,express,north,clear,204.1,7.39,4,6,-2,no,delivered,5,1092.67,5.35360117589417,147.8579161028417
10335,ekart,automobile parts,truck,two day,south,stormy,215.7,11.54,10,16,-6,no,delivered,4,1113.12,5.160500695410292,96.45753899480069
10336,xpressbees,furniture,bike,express,north,foggy,118.8,22.08,4,4,0,yes,delayed,2,710.24,5.978451178451179,32.16666666666667
10337,ekart,documents,ev van,two day,east,hot,233.3,8.76,5,16,-11,no,delivered,3,1192.78,5.11264466352336,136.162100456621
10338,blue dart,furniture,ev bike,two day,west,clear,187.6,28.14,5,16,-11,no,delivered,4,1022.42,5.45,36.33333333333333
10339,amazon logistics,groceries,ev van,standard,east,foggy,221.5,15.37,11,24,-13,no,delivered,3,1153.61,5.208171557562077,75.05595315549772
10340,ekart,pharmacy,truck,two day,east,foggy,213.7,34.51,9,16,-7,no,delivered,5,1172.03,5.484464202152551,33.96203998840916
10341,shadowfax,groceries,ev van,standard,west,hot,231.9,0.72,5,24,-19,no,delivered,4,1161.66,5.009314359637775,1613.4166666666667
10342,xpressbees,pharmacy,scooter,same day,north,cold,171.4,25.91,7,8,-1,no,delivered,4,1034.73,6.036931155192532,39.93554612118873
10343,amazon logistics,groceries,bike,express,west,rainy,184.7,49.26,8,5,3,yes,delayed,3,1121.28,6.0708175419599355,22.762484774665044
10344,shadowfax,furniture,ev van,express,west,foggy,33.3,40.42,3,2,1,yes,delayed,2,337.76,10.142942942942943,8.356259277585353
10345,xpressbees,furniture,truck,same day,central,stormy,159.6,6.27,11,8,3,yes,delayed,3,916.81,5.7444235588972425,146.22169059011165
10346,amazon logistics,groceries,ev bike,two day,east,stormy,272.3,16.48,13,16,-3,no,delivered,3,1410.94,5.181564450973191,85.61529126213593
10347,ecom express,automobile parts,scooter,standard,central,rainy,86.1,43.4,8,24,-16,no,delivered,5,560.7,6.512195121951221,12.91935483870968
10348,delhivery,documents,van,standard,south,foggy,120.1,3.67,5,24,-19,no,delivered,4,611.51,5.091673605328893,166.62397820163488
10349,xpressbees,fragile items,ev bike,same day,east,hot,179.6,35.39,8,8,0,yes,delayed,3,1104.17,6.147939866369711,31.200056513139305
10350,blue dart,cosmetics,van,standard,west,clear,90.0,3.96,4,24,-20,no,delivered,4,461.88,5.132,116.63636363636364
10351,ecom express,furniture,bike,express,east,hot,63.9,12.68,4,3,1,yes,delayed,3,407.54,6.377777777777778,32.1403785488959
10352,delhivery,documents,scooter,express,south,hot,271.7,49.18,11,7,4,yes,delayed,2,1556.04,5.727051895472949,31.639690931272874
10353,ekart,furniture,van,express,east,cold,19.8,44.29,2,2,0,yes,failed,2,281.87,14.235858585858585,6.364190562203658
10354,blue dart,fragile items,ev bike,same day,east,hot,73.7,19.84,3,8,-5,no,delivered,4,528.02,7.164450474898236,26.61391129032258
10355,shadowfax,clothing,van,express,north,rainy,190.6,33.84,11,5,6,yes,failed,1,1104.52,5.794963273871983,32.63947990543735
10356,delhivery,pharmacy,van,standard,central,foggy,252.3,23.21,11,24,-13,no,delivered,4,1331.13,5.275980975029727,57.3515725980181
10357,delhivery,cosmetics,truck,same day,west,hot,41.0,2.28,2,8,-6,no,delivered,3,311.84,7.605853658536585,136.7719298245614
10358,fedex,pharmacy,bike,express,north,rainy,94.1,41.93,5,3,2,yes,failed,1,646.29,6.868119022316685,15.4135463868352
10359,ecom express,clothing,truck,standard,south,hot,244.7,39.48,7,24,-17,no,delivered,3,1341.94,5.48402125051083,33.9903748733536
10360,fedex,furniture,scooter,two day,east,hot,50.4,48.0,1,16,-15,no,delivered,4,396.0,7.857142857142858,8.25
10361,fedex,clothing,ev van,express,east,clear,19.4,4.32,0,2,-2,no,delivered,4,159.96,8.245360824742269,37.02777777777778
10362,shadowfax,automobile parts,scooter,same day,north,rainy,13.3,10.3,5,8,-3,no,delivered,3,197.4,14.842105263157894,19.16504854368932
10363,fedex,groceries,scooter,same day,south,rainy,269.2,14.61,8,8,0,yes,delayed,3,1489.83,5.534286775631501,101.97330595482546
10364,dhl,groceries,van,standard,central,foggy,245.4,30.9,9,24,-15,no,delivered,5,1319.7,5.3777506112469435,42.708737864077676
10365,shadowfax,fragile items,van,two day,south,hot,140.7,48.02,5,16,-11,no,delivered,5,847.56,6.023880597014926,17.65014577259475
10366,delhivery,groceries,truck,standard,south,rainy,272.2,41.44,14,24,-10,no,delivered,4,1485.32,5.4567229977957386,35.842664092664094
10367,ekart,clothing,ev bike,same day,central,clear,29.2,44.02,2,8,-6,no,delivered,5,378.06,12.947260273972603,8.58836892321672
10368,xpressbees,automobile parts,ev van,same day,central,foggy,12.1,49.13,3,8,-5,no,delivered,5,307.89,25.445454545454545,6.2668430694076935
10369,dhl,pharmacy,ev van,standard,north,cold,147.2,37.09,3,24,-21,no,delivered,5,847.27,5.755910326086957,22.843623618225934
10370,delhivery,pharmacy,scooter,standard,south,cold,232.8,25.34,7,24,-17,no,delivered,3,1240.02,5.326546391752577,48.935280189423835
10371,blue dart,electronics,truck,two day,central,foggy,22.8,10.79,5,16,-11,no,delivered,5,146.37,6.419736842105263,13.56533827618165
10372,amazon logistics,furniture,scooter,standard,central,rainy,105.1,15.84,7,24,-17,no,delivered,3,573.02,5.452140818268316,36.17550505050505
10373,ekart,furniture,ev bike,standard,east,foggy,42.7,30.99,5,24,-19,no,delivered,5,306.47,7.1772833723653395,9.889319135204905
10374,delhivery,documents,bike,two day,west,foggy,215.8,46.99,7,16,-9,no,delivered,4,1219.97,5.653243744207599,25.96233241115131
10375,xpressbees,pharmacy,ev van,standard,south,rainy,80.9,23.65,5,24,-19,no,delivered,4,475.45,5.877008652657602,20.10359408033827
10376,fedex,documents,van,same day,south,stormy,164.1,25.07,9,8,1,yes,delayed,3,995.71,6.067702620353444,39.717191862784205
10377,fedex,furniture,ev bike,express,central,stormy,3.6,26.45,3,2,1,yes,delayed,2,145.85,40.513888888888886,5.514177693761814
10378,ecom express,fragile items,ev bike,express,west,rainy,129.1,41.27,5,4,1,yes,delayed,3,819.31,6.346320681642138,19.8524351829416
10379,ekart,cosmetics,van,standard,west,hot,25.4,32.62,1,24,-23,no,delivered,5,224.86,8.852755905511811,6.8933169834457395
10380,shadowfax,documents,ev van,same day,south,cold,270.4,25.12,10,8,2,yes,delayed,3,1527.36,5.648520710059172,60.80254777070063
10381,xpressbees,clothing,scooter,express,north,hot,195.1,30.53,6,5,1,yes,delayed,3,1117.09,5.7257303946694,36.58991156239764
10382,shadowfax,electronics,ev bike,same day,north,clear,165.9,7.86,5,8,-3,no,delivered,4,953.08,5.7449065702230255,121.25699745547074
10383,blue dart,groceries,ev van,two day,west,foggy,99.5,1.51,5,16,-11,no,delivered,5,502.03,5.045527638190954,332.47019867549665
10384,xpressbees,electronics,bike,express,south,clear,8.8,16.88,3,2,1,yes,delayed,2,144.64,16.436363636363634,8.568720379146919
10385,xpressbees,clothing,ev van,standard,east,foggy,116.2,48.93,7,24,-17,no,delivered,4,727.79,6.263253012048192,14.874105865522173
10386,blue dart,automobile parts,ev van,same day,west,stormy,62.2,32.93,7,8,-1,no,delivered,4,509.79,8.195980707395499,15.481020346188886
10387,blue dart,fragile items,van,express,west,cold,150.3,4.36,4,5,-1,no,delivered,5,814.58,5.419693945442448,186.8302752293578
10388,xpressbees,pharmacy,ev van,same day,north,stormy,32.2,26.21,3,8,-5,no,delivered,4,339.63,10.54751552795031,12.95803128576879
10389,blue dart,cosmetics,bike,two day,east,rainy,167.8,7.13,4,16,-12,no,delivered,4,860.39,5.127473182359952,120.67180925666199
10390,amazon logistics,furniture,scooter,standard,west,rainy,248.1,35.28,10,24,-14,no,delivered,4,1346.34,5.426602176541717,38.16156462585034
10391,delhivery,pharmacy,ev bike,standard,east,stormy,125.0,28.97,11,24,-13,no,delivered,4,711.91,5.6952799999999995,24.574042112530204
10392,ecom express,automobile parts,ev van,express,west,clear,16.0,33.97,2,2,0,yes,delayed,3,231.91,14.494375,6.826906093612011
10393,xpressbees,electronics,bike,two day,south,rainy,175.0,37.9,9,16,-7,no,delivered,4,988.7,5.649714285714286,26.087071240105544
10394,dhl,groceries,ev bike,express,south,clear,280.7,20.66,8,7,1,yes,delayed,3,1515.48,5.398931243320271,73.35333978702808
10395,ekart,clothing,bike,express,south,cold,282.0,12.71,7,7,0,no,delivered,4,1498.13,5.312517730496454,117.87018095987412
10396,dhl,fragile items,ev bike,two day,north,rainy,114.5,4.27,6,16,-10,no,delivered,4,585.31,5.111877729257642,137.07494145199064
10397,xpressbees,fragile items,ev van,two day,north,foggy,129.6,46.75,4,16,-12,no,delivered,4,788.25,6.0821759259259265,16.86096256684492
10398,xpressbees,cosmetics,van,two day,east,foggy,87.5,0.91,5,16,-11,no,delivered,5,440.23,5.0312,483.7692307692308
10399,blue dart,pharmacy,bike,two day,central,hot,272.5,36.99,6,16,-10,no,delivered,5,1473.47,5.407229357798165,39.83427953500946
10400,fedex,furniture,scooter,two day,north,stormy,63.7,45.21,5,16,-11,no,delivered,4,454.13,7.129199372056514,10.044901570449015
10401,ecom express,electronics,truck,standard,south,rainy,167.3,24.38,10,24,-14,no,delivered,5,909.64,5.437178720860729,37.31091058244463
10402,ekart,cosmetics,ev bike,express,north,stormy,147.6,0.71,10,4,6,yes,failed,1,790.13,5.353184281842819,1112.8591549295775
10403,xpressbees,automobile parts,truck,two day,south,hot,27.2,33.97,2,16,-14,no,delivered,4,237.91,8.746691176470588,7.003532528701796
10404,blue dart,automobile parts,van,same day,north,hot,151.4,11.7,4,8,-4,no,delivered,4,892.1,5.892338177014531,76.24786324786325
10405,amazon logistics,groceries,truck,standard,central,rainy,169.6,14.96,9,24,-15,no,delivered,5,892.88,5.264622641509434,59.68449197860962
10406,blue dart,clothing,ev van,same day,south,clear,83.4,27.75,2,8,-6,no,delivered,4,600.25,7.197242206235011,21.63063063063063
10407,ekart,pharmacy,ev bike,standard,central,hot,53.0,8.16,1,24,-23,no,delivered,3,289.48,5.46188679245283,35.47549019607843
10408,fedex,electronics,bike,express,west,stormy,134.5,17.04,5,4,1,yes,delayed,2,773.62,5.75182156133829,45.40023474178404
10409,dhl,electronics,scooter,two day,south,clear,289.8,33.25,6,16,-10,no,delivered,3,1548.75,5.344202898550725,46.578947368421055
10410,blue dart,fragile items,van,two day,south,clear,287.4,34.7,5,16,-11,no,delivered,5,1541.1,5.362212943632568,44.41210374639769
10411,shadowfax,automobile parts,scooter,standard,north,clear,117.7,45.14,5,24,-19,no,delivered,5,723.92,6.150552251486831,16.037217545414265
10412,delhivery,groceries,ev bike,express,central,stormy,238.9,33.23,11,6,5,yes,delayed,2,1344.19,5.626580159062369,40.45109840505568
10413,ecom express,furniture,ev van,express,central,rainy,233.1,3.9,11,6,5,yes,delayed,2,1227.2,5.264693264693265,314.6666666666667
